RESPONDENT_ID,StartDate,EndDate,RecordedDate,Status,Progress,durationinseconds,Finished,IPAddress,ResponseId,LocationLatitude,LocationLongitude,Meta_Info_Browser,Meta_Info_Version,Meta_Info_Operating_System,Meta_Info_Resolution,DistributionChannel,UserLanguage,RelevantIDDuplicate,RelevantIDDuplicateScore,RelevantIDFraudScore,Q_RelevantIDLastStartDate,SC0,consent,pre_informed,pre_trust_1,pre_trust_2,pre_trust_3,pre_trust_4,pre_trust_5,pre_trust_6,pre_learning_1,pre_learning_2,pre_risk_1,pre_risk_2,Media_use_1,Media_use_2,Media_use_3,Media_use_4,Media_use_5,Media_use_6,Media_use_7,Film_Clip_Instructio,source_blkwo_bright_1,source_blkwo_bright_2,source_blkwo_bright_3,source_blkwo_bright_4,source_blkwo_bright_5,source_blkwo_bright_6,view_blkwo_bright_1,view_blkwo_bright_2,view_blkwo_bright_3,source_blkwo_stancil_1,source_blkwo_stancil_2,source_blkwo_stancil_3,source_blkwo_stancil_4,source_blkwo_stancil_5,source_blkwo_stancil_6,view_blkwo_stancil_1,view_blkwo_stancil_2,view_blkwo_stancil_3,source_blkman_lyles_1,source_blkman_lyles_2,source_blkman_lyles_3,source_blkman_lyles_4,source_blkman_lyles_5,source_blkman_lyles_6,view_blkman_lyles_1,view_blkman_lyles_2,view_blkman_lyles_3,source_blkma_pyr_1,source_blkma_pyr_2,source_blkma_pyr_3,source_blkma_pyr_4,source_blkma_pyr_5,source_blkma_pyr_6,view_blkma_pyronneau_1,view_blkma_pyronneau_2,view_blkma_pyronneau_3,source_whtwo_Behrman_1,source_whtwo_Behrman_2,source_whtwo_Behrman_3,source_whtwo_Behrman_4,source_whtwo_Behrman_5,source_whtwo_Behrman_6,view_whtwo_behrman_1,view_whtwo_behrman_2,view_whtwo_behrman_3,source_whtwo_gallagh_1,source_whtwo_gallagh_2,source_whtwo_gallagh_3,source_whtwo_gallagh_4,source_whtwo_gallagh_5,source_whtwo_gallagh_6,view_whtwo_gallagher_1,view_whtwo_gallagher_2,view_whtwo_gallagher_3,source_whtman_gansky_1,source_whtman_gansky_2,source_whtman_gansky_3,source_whtman_gansky_4,source_whtman_gansky_5,source_whtman_gansky_6,view_whtman_gansky_1,view_whtman_gansky_2,view_whtman_gansky_3,source_whtman_keatin_1,source_whtman_keatin_2,source_whtman_keatin_3,source_whtman_keatin_4,source_whtman_keatin_5,source_whtman_keatin_6,view_whtman_keating_1,view_whtman_keating_2,view_whtman_keating_3,transport_david_1,transport_david_2,transport_david_3,identification_david_1,identification_david_2,identification_david_3,identification_david_4,identification_david_5,post_knowledge_david_1,post_knowledge_david_2,post_knowledge_david_3,transport_ruthie_1,transport_ruthie_2,transport_ruthie_3,identification_ruthie_1,identification_ruthie_2,identification_ruthie_3,identification_ruthie_4,identification_ruthie_5,post_knowledge_ruthie_1,post_knowledge_ruthie_2,post_knowledge_ruthie_3,post_interested,post_questions,post_interest_1,post_interest_2,post_interest_3,post_risk_1,post_risk_2,race_film_1,race_film_2,race_film_3,race_film_4,moralgrand_prestige_1,moralgrand_prestige_2,moralgrand_prestige_3,moralgrand_prestige_4,needtobelong_1,needtobelong_2,needtobelong_3,needtobelong_4,needtobelong_5,Racial_Thermometer_1,Racial_Thermometer_2,Racial_Thermometer_3,Racial_Thermometer_4,Racial_Thermometer_5,Racial_Thermometer_6,Racial_Thermometer_7,Racial_Thermometer_8,Racial_Thermometer_9,Racial_Thermometer_10,science_major,science_experience_1,science_experience_2,science_experience_3,science_experience_4,science_experience_99,science_experience_2_TEXT,science_experience_4_TEXT,born_again,recall,open_ended_TEXT,gender,age,zip,region,ethnicity,hispanic,children,division,education,employment,familial_origin,home,income,licensed_driver,marital,military_status,msa,neighborhood,political_ideology,political_party_preference,religiosity,religious_identity,sexual_orientation,state,voter_registration_usa,BLKWO_Bright_Ruthie_Science,BLKWO_Bright_Ruthie_Culture,BLKWO_Bright_David_Science,BLKWO_Bright_David_Culture,BLKWO_Stancil_Ruthie_Culture,BLKWO_Stancil_David_Science,BLKWO_Stancil_David_Culture,BLKWO_Stancil_Ruthie_Science,BLKMAN_Lyles_Ruthie_Science,BLKMAN_Lyles_Ruthie_Culture,BLKMAN_Lyles_David_Science,BLKMAN_Lyles_David_Culture,BLKMAN_Pyronneau_David_Science,BLKMAN_PYRONNEAU_Ruthie_Culture,BLKMAN_PYRONNEAU_Ruthie_Science,BLKMAN_PYRONNEAU_David_Culture,WHTMAN_Keating_David_Culture,WHTMAN_Keating_Ruthie_Culture,WHTMAN_Keating_Ruthie_Science,WHTMAN_Keating_David_Science,WHTMAN_Gansky_Ruthie_Science,WHTMAN_Gansky_Ruthie_Culture,WHTMAN_Gansky_David_Culture,WHTMAN_Gansky_David_Science,WHTWO_Gallagher_Ruthie_Science,WHTWO_Gallagher_Ruthie_Culture,WHTWO_Gallagher_David_Science,WHTWO_Gallagher_David_Culture,WHTWO_Behrman_David_Culture,WHTWO_Behrman_Ruthie_Science,WHTWO_Behrman_Ruthie_Culture,WHTWO_Behrman_David_Science,Zdurationinseconds,duration_exclude,media_use,pre_learning,pre_riskbenefit,trust_all,source_blkwo_bright_warm,source_blkwo_bright_expert,view_blkwo_bright,source_blkwo_stancil_warm,source_blkwo_stancil_expert,view_blkwo_stancil,source_blkman_lyles_warm,source_blkman_lyles_expert,view_blkman_lyles,source_blkman_pyr_warm,source_blkman_pyr_expert,view_blkman_pyr,source_whtwo_beh_warm,source_whtwo_beh_expert,view_whtwo_beh,source_whtwo_gal_warm,source_whtwo_gal_expert,view_whtwo_gal,source_whtman_gansky_warm,source_whtman_gansky_expert,view_whtman_gansk,source_whtman_keat_warm,source_whtman_keat_expert,view_whtman_keat,transport_david,identification_david,transport_ruthie,identification_ruthie,post_interest_all,post_riskbenefit,race_film_all,moral_all,need_all,postknowledge_david_1_scored,postknowledge_david_2_scored,postknowledge_david_3_scored,david_knowledge_score,postknowledge_ruthie_1_scored,postknowledge_ruthie_2_scored,postknowledge_ruthie_3_scored,ruthie_knowledge_score,nonmale,female,ethnicity_white,ethnicity_black,poli3,science_experience_score,condition,alb,sci_gend_f,sci_race_blk,intro_sci,warm,expert,Zruthie_knowledge_score,Zdavid_knowledge_score,knowledge
iPcf39aad855f2314b,12/21/2022 16:37:38,12/21/2022 17:01:58,12/21/2022 17:01:59,0,100,1460,1,54.176.161.174,R_3J8cXvMVRh89o3b,37.1835,-121.7714,Edge,108.0.1462.54,Windows NT 10.0,1366x768,anonymous,EN, ,0,75,10/14/1582 0:00:00,42,1,1,3,1,2,3,3,2,5,5,4,4,4,2,1,1,1,1,3,4, , , , , , , , , , , , , , , , , , ,4,4,3,2,4,2,5,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,1,5,5,4,6,2,2,2,99,1,3,4,3,1,4,6,7,7,6,7,5,6,6,7,4,3,2,1,2,100,80,80,60,70,100,100,80,80,20,0, , , , ,1,-99,-99,0,1,None!,1,70,20020,3,2,2,2,5,3,3,4,4,1,1,4,3,8872,1,4,2,4,1,1,DC,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,-.132471276755753,1,1.85714285714286,5,4,2.33333333333333, , , , , , ,3.66666666666667,2.66666666666667,5.33333333333333, , , , , , , , , , , , , , , , , ,2.66666666666667,4.4,2.66666666666667,5,6.75,6,2.4, , , , ,1,1,0,2,0,0,0,1,2, ,9,1,0,1,1,3.66666666666667,2.66666666666667,-.667059981365215, ,-.667059981365215
iPcf539ce9e06eef8c,12/22/2022 17:41:11,12/22/2022 18:05:35,12/22/2022 18:05:36,0,100,1464,1,71.60.106.137,R_3qfE1ldvxHTDZ4D,40.476,-79.7355,Chrome,108.0.0.0,Windows NT 10.0,1920x1080,anonymous,EN, ,0,0,10/14/1582 0:00:00,64,1,3,1,1,2,2,2,2,7,6,6,5,5,3,4,4,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,4,5,5,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,6,5,3,4,4,2,2,2,4,4,7,6,6,4,5,6,5,5,6,5,4,3,4,3,4,2,1,2,100,100,0,90,70,90,90,90,60,100,0,1, , , , ,-99,-99,1,1,This was very interesting and gave facts that I wasn't aware of.,1,43,15239,1,1,2,1,2,6,1,4,4,5,1,3,1,6280,2,7,7,6,1,1,PA,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,-.131457100332795,1,4.28571428571429,6.5,5.5,1.66666666666667, , , , , , , , , , , , ,4.66666666666667,4.66666666666667,6, , , , , , , , , , , ,6.66666666666667,4.4,6.33333333333333,4.5,5.5,4,2.4, , , , ,1,1,1,3,0,0,1,0,3,1,20,1,1,0,1,4.66666666666667,4.66666666666667,.578654441666222, ,.578654441666222
iPcf95ca622fe81902,12/22/2022 19:20:36,12/22/2022 19:35:53,12/22/2022 19:35:53,0,100,916,1,96.230.70.136,R_2ccpfqsO8q8nNgZ,42.3491,-71.5431,Safari iPhone,16.1,iPhone,375x667,anonymous,EN,true,100,0,12/23/2022 2:07:36,48,1,3,2,3,3,2,2,3,4,4,4,4,2,3,2,4,4,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,4,4,4,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,4,4,4,3,4,3,1,-1,-1,4,3,3,4,5,6,4,6,2,5,2,4,4,3,3,3,2,2,2,3,30,20,30,30,40,30,70,30,90,20,0,1, , , , ,-99,-99,1,3,None,1,31,1752,1,1,2,2,1,4,2,4,1,2,1,1,1,1122,1,1,1,7,1,1,MA,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,-.270399270278141,1,3,4,4,2.5, , , , , , , , , , , , ,2.33333333333333,4,3.66666666666667, , , , , , , , , , , ,4.66666666666667,3.6,4,5,3.75,3.5,2.4, , , , ,1,0,0,1,0,0,1,0,1,1,20,1,1,0,1,2.33333333333333,4,-1.91277440439665, ,-1.91277440439665
iPcfa9afe4dedebd63,12/24/2022 10:06:30,12/24/2022 10:21:18,12/24/2022 10:21:18,0,100,887,1,45.47.179.105,R_1BQxN7JGIr3VJZ0,42.62,-73.8343,Chrome,108.0.0.0,Android 13,393x851,anonymous,EN, ,0,0,10/14/1582 0:00:00,52,1,2,4,3,4,3,1,3,6,6,5,6,4,3,3,4,2,1,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,5,5,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,5,6,5,6,5,6,2,2,99, , , , , , , , , , , ,5,4,5,5,5,5,6,6,6,6,6,5,5,5,6,3,3,3,3,3,50,50,50,20,70,50,50,70,50,20,0, , , , ,1,-99,-99,0,4,-99,1,38,2145,1,1,2,2,1,6,1,3;4,2,7,1,3,1,1122,1,2,1,1,10,1,MA,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,-.277752049344592,1,2.85714285714286,6,5.5,3, , , , , , , , , ,5,5,6, , , , , , , , , , , , ,4.66666666666667,5.6, , ,5,5.5,6,5.25,3,1,1,0,2, , , , ,0,0,1,0,1, ,16,0,0,1,1,5,5, ,-.39435464854896,-.39435464854896
iPcfc7e480b7b9d22b,12/19/2022 17:15:58,12/19/2022 17:48:55,12/19/2022 17:48:56,0,100,1977,1,4.4.170.38,R_24HqwXCrJLg0NVV,34.4541,-112.8966,Chrome,108.0.0.0,Windows NT 10.0,1366x768,anonymous,EN, ,0,5,10/14/1582 0:00:00,34,1,1,2,1,3,1,1,2,3,5,4,5,1,1,2,1,1,2,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,4,5,4,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,4,5,6,5,6,3,2,1,-1, , , , , , , , , , , ,2,2,5,4,4,5,6,6,5,5,5,4,5,2,5,3,4,3,3,2,70,100,0,100,80,100,90,90,20,40,0, , , , ,1,-99,-99,0,4,none,2,71,86332,4,1,2,2,8,5,3,4,4,1,1,3,1, ,3,6,6,4,1,1,AZ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,-.00138897408833718,1,1.28571428571429,4,4.5,1.66666666666667, , , , , , , , , ,4.66666666666667,4.33333333333333,6, , , , , , , , , , , , ,5,5, , ,4.33333333333333,5.5,5.25,4,3,1,1,1,3, , , , ,1,1,1,0,3, ,16,0,0,1,1,4.66666666666667,4.33333333333333, ,.820640847587717,.820640847587717
iPcfdba56fa2d4f87e,12/23/2022 14:38:34,12/23/2022 15:06:26,12/23/2022 15:06:26,0,100,1671,1,173.174.144.146,R_3D6mKp9zq8b7Mri,29.5738,-98.2292,Safari iPhone,16.1,iPhone,390x844,anonymous,EN, ,0,0,10/14/1582 0:00:00,34,1,2,3,2,3,2,2,2,6,5,5,4,1,2,1,1,1,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,4,5,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,5,6,5,4,5,7,7,7,7,6,6,7,7,3,4,3,1,2,100,90,70,100,90,80,90,90,90,80,2, , , , ,1,-99,-99,1,7,"I am surprised that your questions were not relevant to the family's issue but I was happy to hear her Dad say he is happy that her DNA was not altered. I agree. God gave them a gift of life and love to accept and grow in love for her in spite of her Albinism. I have an Albino friend and one who is physically handicapped, but both are thriving young men snd gifted in their own unique ways.",2,67,72207,3,2,2,2,7,3,6,4,1,4,1,4,1,4400,1,6,6,6,1,1,AR,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,-.0789734704446802,1,1.57142857142857,5.5,4.5,2.33333333333333, , , , , , , , , , , , , , , ,6,5,6, , , , , , , , , , ,5.33333333333333,4.5,7,6.5,2.6, , , , , , , , ,1,1,0,1,3, ,18,1,1,0,0,6,5, , , 
iPd00b14222f4995e7,12/22/2022 14:57:31,12/22/2022 15:16:26,12/22/2022 15:16:26,0,100,1134,1,206.189.71.1,R_2QPolRQgFBTcAXp,37.3417,-121.9753,Firefox,108.0,Windows NT 10.0,1360x768,anonymous,EN, ,0,35,10/14/1582 0:00:00,64,1,5,5,1,5,3,1,4,7,4,6,7,3,5,3,5,5,4,5,4,5,2,5,5,6,6,7,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,6,7,7,6,6,1,-1,2,4,4,7,6,6,7,7,5,6,6,7,7,7,6,6,3,4,4,5,4,80,80,80,40,100,80,80,80,60,100,1, , ,1, , ,-99,-99,0,3,I love seeing how science seeks to help solve genetic problems that bring happiness to the family.,2,34,20109,3,1,2,1,5,8,2,3;4;7,4,6,1,3,1,8872,1,4,2,6,1,1,VA,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.21512665522689,1,4.28571428571429,5.5,6.5,3.16666666666667,4,5.66666666666667,6.33333333333333,4,5.66666666666667,6.33333333333333, , , , , , , , , , , , , , , , , , , , ,6.66666666666667,6.4,6.33333333333333,7,6,6.5,4, , , , ,1,0,1,2,1,1,1,0,2,1,1,1,1,1,1,4,5.66666666666667,-.667059981365215, ,-.667059981365215
iPd0454ecb2b41af7c,12/21/2022 10:08:17,12/21/2022 10:23:22,12/21/2022 10:23:23,0,100,904,1,71.58.141.90,R_3oRCjQs8D9MfinR,40.4853,-77.1656,Chrome iPhone,108.0.5359.112,iPhone,428x926,anonymous,EN, ,0,0,10/14/1582 0:00:00,59,1,1,5,5,4,2,1,1,7,7,7,7,1,5,1,1,5,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,6,6,6,4,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,7,7,7,7,7,2,1,2,5,5,7,7,7,7,7,7,7,7,7,7,4,5,6,3,3,2,2,5,90,100,50,40,40,100,100,60,100,30,1,1, , , , ,-99,-99,0,8,-99,2,42,17074,1,1,2,1,2,5,1,4,3,4,1,2,1,3240,3,4,99,1,10,1,PA,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,-.273441799547017,1,2.71428571428571,7,7,3, , , , , , , , , , , , ,5,6,5.33333333333333, , , , , , , , , , , ,6,7,7,7,7,5.5,3, , , , ,1,1,1,3,1,1,1,0,2,1,20,1,1,0,1,5,6,.578654441666222, ,.578654441666222
iPd04cec6a4d775ed6,12/24/2022 11:20:28,12/24/2022 11:42:09,12/24/2022 11:42:09,0,100,1301,1,174.55.21.137,R_3vHGEPuIBVtwCFb,40.2995,-76.5868,Chrome,108.0.0.0,Windows NT 10.0,1366x768,anonymous,EN,true,100,0,12/21/2022 20:06:40,50,1,3,2,2,2,3,1,1,7,7,2,7,4,3,2,2,4,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,0,0,4,5,5,1,6,3, , , , , , , , , , , , , , , , , , , , ,1,1,1,6,5,1,3,1,1,2,1,1,5,1,1,1,2,7,1,1,1,1,7,7,7,1,5,2,1,1,1,10,100,100,70,80,100,80,60,20,100,0, , , , ,1,-99,-99,0,5,The clip was way too long and there was too much repeating of facts. This guy scientist seems too modern and hippy-ish for me. I am old school and see scientists as older men in white lab coats who smoke pipes and cigars. I am against any forms of gene editing and cloning not on religious principles (I am a Shintoist myself) but because it goes against nature itself. Defying nature as a rule has devastating results. Had we been concentrating on scientific control of the weather instead of playing Texas Rangers to the world (we are never on the right side in any wars!) we would not be worrying re climate change and global warming both of which are merely the evolution of this planet in this Universe. Merry Xmas and thanks for letting me finish the survey!,1,73,17078,1,1;98,2,2,2,5,1,4;3,3,2,2,1,3,3240,3,1,7,6,98,4,PA,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,-.172784789568363,1,2.71428571428571,7,4.5,1.83333333333333, , , , , , , , , , , , , , , , , , ,1.33333333333333,4.66666666666667,3.33333333333333, , , , , ,1,3.2,1,4.5,1,5.5,2, , , , ,1,1,1,3,0,0, , ,1, ,27,1,0,0,1,1.33333333333333,4.66666666666667,.578654441666222, ,.578654441666222
iPd053c2f116c0594e,12/24/2022 11:55:57,12/24/2022 12:13:58,12/24/2022 12:13:58,0,100,1080,1,70.112.83.208,R_C3OtYlvjZlmq6A1,30.1746,-97.8203,Chrome,108.0.0.0,Windows NT 10.0,1280x720,anonymous,EN, ,0,0,10/14/1582 0:00:00,47,1,1,4,3,4,1,1,2,7,6,7,7,2,4,4,1,1,1,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,5,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,7,6,5,7,7,7,7,7,7,5,5,1,7,1,3,1,1,1,100,100,100,100,100,100,100,100,100,10,1, ,1, , , ,Microbiology,-99,0,7,No issues,2,84,78652,3,1,2,2,7,7,2,4,4,4,1,4,1,640,2,4,2,7,1,1,TX,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,-.228818036936833,1,2.14285714285714,6.5,7,2.5, , , , , , , , , , , , , , , ,6,5.66666666666667,7, , , , , , , , , , ,6,7,7,4.5,1.4, , , , , , , , ,1,1,1,0,2,1,18,1,1,0,0,6,5.66666666666667, , , 
iPd0e2787f4b932263,12/22/2022 17:14:53,12/22/2022 17:27:46,12/22/2022 17:27:46,0,100,772,1,12.96.67.34,R_2uqal2C9DzWDPh5,38.2524,-85.7666,Chrome,108.0.0.0,Windows NT 10.0,1920x1080,anonymous,EN, ,0,0,10/14/1582 0:00:00,55,1,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,3,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,4,4,3,3,4,4,4, , , , , , , , , , , , , , , , , , , , ,5,5,5,4,4,4,4,4,1,1,1,4,2,5,5,4,5,6,7,5,6,6,6,6,6,6,3,3,3,3,3,90,90,90,30,80,50,90,80,60,40,1,1, , , , ,-99,-99,1,5,-99,1,45,40211,3,2,2,1,6,2,1,4,4,2,1,2,1,4520,1,4,2,4,1,1,KY,1, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,-.306909621504655,1,3.71428571428571,4,4.5,3, , , , , , , , , , , , , , , , , , ,3.66666666666667,3.33333333333333,4, , , , , ,5,4,4.66666666666667,5.5,6,6,3, , , , ,1,1,1,3,0,0,0,1,2,1,27,1,0,0,1,3.66666666666667,3.33333333333333,.578654441666222, ,.578654441666222
iPd10a87b5b8c5c032,12/21/2022 16:55:15,12/21/2022 17:13:28,12/21/2022 17:13:29,0,100,1093,1,98.211.71.33,R_1PUm9OTT4Ex7MvO,38.9187,-75.4291,Chrome,108.0.0.0,Windows NT 10.0,1600x900,anonymous,EN, ,0,0,10/14/1582 0:00:00,50,1,3,2,2,3,3,4,4,5,6,4,4,1,3,1,1,4,4,4,4, , , , , , , , , , , , , , , , , , ,4,4,5,4,5,4,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,5,4,6,4,6,6,1,2,2,4,3,6,6,3,4,6,1,1,2,2,4,4,2,4,3,2,3,2,2,0,90,0,90,30,100,70,80,0,10,0,1, , , , ,-99,-99,0,1,-99,1,55,76574,3,1,2,2,7,6,1,4,4,5,1,2,3,640,2,5,6,5,1,3,TX,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,-.225521963562217,1,2.57142857142857,5.5,4,3, , , , , , ,4.33333333333333,4.33333333333333,6, , , , , , , , , , , , , , , , , ,4.33333333333333,5.2,5,5,1.5,3.5,2.4, , , , ,1,1,1,3,0,0,1,0,3,1,10,1,0,1,0,4.33333333333333,4.33333333333333,.578654441666222, ,.578654441666222
iPd1263ddb1d739f74,12/25/2022 9:38:08,12/25/2022 9:51:17,12/25/2022 9:51:18,0,100,789,1,74.130.212.5,R_1rIbCa6bOsw26YU,39.03,-84.559,Firefox,108.0,Windows NT 10.0,1920x1080,anonymous,EN, ,0,0,10/14/1582 0:00:00,64,1,5,5,4,5,4,4,3,6,5,6,7,3,4,4,5,4,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,6,6,6,7,6,7, , , , , , , , , , , , , , , , , , , , ,7,7,6,7,6,6,7,7,1,2,1,5,1,6,7,5,6,5,4,6,5,5,6,5,7,6,4,3,4,3,3,30,70,0,20,70,60,70,90,40,0,0, , , , ,1,-99,-99,0,5,-99,1,42,41018,3,1,2,1,6,6,1,4,4,4,1,3,3,1642,2,4,4,7,1,1,KY,1, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , ,-.302599371707081,1,4.28571428571429,5.5,6.5,4.16666666666667, , , , , , , , , , , , , , , , , , ,5.33333333333333,6,6.66666666666667, , , , , ,6.66666666666667,6.6,6,5.5,5,6,3.4, , , , ,1,1,1,3,0,0,1,0,2, ,28,1,0,0,0,5.33333333333333,6,.578654441666222, ,.578654441666222
iPd1297d5fc1390b25,12/19/2022 17:19:16,12/19/2022 17:49:29,12/19/2022 17:49:30,0,100,1813,1,71.135.139.192,R_TjsJDEy0GMUkR1f,38.1278,-85.5741,Safari iPad,15.6.3,iPad,768x1024,anonymous,EN, ,0,0,10/14/1582 0:00:00,41,1,3,1,1,2,2,3,1,5,5,5,4,2,1,1,1,3,5,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,5,3,6,6,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,7,6,7,6,1,2,2,2,4,4,5,4,3,3,5,4,5,6,5,5,5,4,2,3,2,3,2,70,70,10,80,40,70,80,70,40,50,0,1, , , , ,-99,-99,1,4,-99,1,50,40228,3,1,2,2,6,6,6,4,2,1,1,1,1,4520,2,6,6,4,98,1,KY,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,-.0429702074296452,1,2.28571428571429,5,4.5,1.66666666666667, , , , , , , , , ,2,3.66666666666667,5, , , , , , , , , , , , , , ,6.66666666666667,6.6,4.33333333333333,3,5,4.75,2.4, , , , ,1,1,1,3,0,0,1,0,3,1,11,1,0,1,0,2,3.66666666666667,.578654441666222, ,.578654441666222
iPd14134f2ee470e47,12/22/2022 15:03:58,12/22/2022 15:24:33,12/22/2022 15:24:34,0,100,1235,1,50.27.27.239,R_1IY5KqJvO9o0vkE,33.5903,-101.9371,Firefox,107.0,Windows NT 10.0,1600x900,anonymous,EN, ,0,0,10/14/1582 0:00:00,56,1,3,3,3,3,2,2,2,7,7,7,7,3,2,2,2,1,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,5,5,5,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,6,7,7,7,3,2,2,2,5,3,7,6,7,7,7,3,5,4,4,2,4,2,7,1,1,1,2,2,30,40,10,60,90,60,80,90,0,50,0, , , , ,1,-99,-99,0,8,"I suspect that the actual purpose of the study is to see if our opinions are affected by our similarities, racially or otherwise, to the person being presented as an expert on the subject.",1,42,79414,3,1,2,2,7,2,1,3,4,3,1,2,1,4600,1,6,5,1,10,1,TX,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,-.189518700547182,1,2.14285714285714,7,7,2.5, , , , , , , , , , , , ,4.33333333333333,5,6, , , , , , , , , , , ,3.33333333333333,6,6.66666666666667,7,4,3.75,1.4, , , , ,1,1,1,3,0,0,1,0,3, ,19,1,1,0,0,4.33333333333333,5,.578654441666222, ,.578654441666222
iPd17060584cb63ce7,12/22/2022 15:00:10,12/22/2022 15:17:13,12/22/2022 15:17:14,0,100,1023,1,174.242.223.127,R_3ELlE5Dpx9rGNBP,32.3251,-95.2981,Chrome,108.0.0.0,Android 9,412x823,anonymous,EN, ,0,0,10/14/1582 0:00:00,38,1,2,2,2,1,2,2,2,6,6,5,5,2,1,1,1,3,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,6,4,1,6,6,7,7,7,7,4,6,5,5,1,1,1,1,1,50,50,50,50,50,50,50,50,50,50,2, , , , ,1,-99,-99,0,7,-99,2,42,75216,3,2,2,2,7,2,1,7,3,2,1,1,1,1922,1,4,1,5,1,1,TX,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,-.243270050963995,1,1.71428571428571,6,5,1.83333333333333, , , , , , , , , , , , , , , ,6,6,7, , , , , , , , , , ,3.66666666666667,6,7,5,1, , , , , , , , ,1,1,0,1,2, ,22,0,1,0,0,6,6, , , 
